"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"Langkawi Sky Bridge","Kedah","Langkawi","culture","Langkawi Sky Bridge is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 20275 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","07000 Langkawi, Kedah, Malaysia","6.3865686","99.6619881","0.00","Monday: 9:30 AM - 6:00 PM | Tuesday: 9:30 AM - 6:00 PM | Wednesday: 9:30 AM - 6:00 PM | Thursday: 9:30 AM - 6:00 PM | Friday: 9:30 AM - 6:00 PM | Saturday: 9:30 AM - 6:00 PM | Sunday: 9:30 AM - 6:00 PM","uploads/places/google_bulk_langkawi_sky_bridge_kedah_langkawi_1144e6ced0.jpg","1","90","","","","0","Morning or afternoon","0","https://panoramalangkawi.com/skybridge/","04-959 4225","4.60","4.60"
"Dataran Lang","Kedah","Langkawi","culture","Dataran Lang is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around Persiaran Putera, Kuah, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.4/5 from about 18057 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Persiaran Putera, Kuah, 07000 Langkawi, Kedah, Malaysia","6.3088319","99.8514384","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_dataran_lang_kedah_langkawi_05cbc1bd05.jpg","1","90","","","","0","Morning or afternoon","0","https://naturallylangkawi.my/","","4.40","4.40"
"Laman Padi Langkawi","Kedah","Langkawi","museum","Laman Padi Langkawi is a museum stop in Langkawi, Kedah, useful for history, exhibits, and educational visits. It is located around Jalan Pantai Cenang, Pantai Cenang, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 938 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Pantai Cenang, Pantai Cenang, 07000 Langkawi, Kedah, Malaysia","6.2982076","99.7226211","5.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: 9:00 AM - 5:00 PM | Sunday: 9:00 AM - 5:00 PM","uploads/places/google_bulk_laman_padi_langkawi_kedah_langkawi_b4c67d1b2e.jpg","1","90","","","","0","Morning or afternoon","0","https://facebook.com/lamanpadilangkawiofficial/","04-955 1118","4.10","4.10"
"Underwater World Langkawi","Kedah","Langkawi","nature","Underwater World Langkawi is a nature stop in Langkawi, Kedah, useful for outdoor scenery and eco-tourism. It is located around Jalan Pantai Chenang, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 14327 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Pantai Chenang, 07000 Langkawi, Kedah, Malaysia","6.2877171","99.7285911","0.00","Monday: 10:00 AM - 6:00 PM | Tuesday: 10:00 AM - 6:00 PM | Wednesday: 10:00 AM - 6:00 PM | Thursday: 10:00 AM - 6:00 PM | Friday: 10:00 AM - 6:00 PM | Saturday: 10:00 AM - 6:00 PM | Sunday: 10:00 AM - 6:00 PM","uploads/places/google_bulk_underwater_world_langkawi_kedah_langkawi_8cb7cb0cad.jpg","1","120","","","","1","Morning","0","https://underwaterworldlangkawi.com/","013-491 6110","4.10","4.10"
"Oriental Village","Kedah","Langkawi","culture","Oriental Village is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 645 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","07000 Langkawi, Kedah, Malaysia","6.3711231","99.6720135","0.00","Monday: 8:30 AM - 6:00 PM | Tuesday: 8:30 AM - 6:00 PM | Wednesday: 8:30 AM - 6:00 PM | Thursday: 8:30 AM - 6:00 PM | Friday: 8:30 AM - 6:00 PM | Saturday: 8:30 AM - 6:00 PM | Sunday: 8:30 AM - 6:00 PM","uploads/places/google_bulk_oriental_village_kedah_langkawi_934d295f48.jpg","1","90","","","","0","Morning or afternoon","0","https://panoramalangkawi.com/oriental-village/","","4.10","4.10"
"Legenda Park","Kedah","Langkawi","nature","Legenda Park is a nature stop in Langkawi, Kedah, useful for outdoor scenery and eco-tourism. It is located around Kuah, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.2/5 from about 1920 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kuah, 07000 Langkawi, Kedah, Malaysia","6.3089226","99.8546066","0.00","Monday: 7:00 AM - 7:00 PM | Tuesday: 7:00 AM - 7:00 PM | Wednesday: 7:00 AM - 7:00 PM | Thursday: 7:00 AM - 7:00 PM | Friday: 7:00 AM - 7:00 PM | Saturday: 7:00 AM - 7:00 PM | Sunday: 7:00 AM - 7:00 PM","uploads/places/google_bulk_legenda_park_kedah_langkawi_09088e4d25.jpg","1","120","","","","1","Morning","0","https://www.welovelangkawi.com/listing/langkawi-lagenda-park/","","4.20","4.20"
"Pulau Payar Marine Park","Kedah","Langkawi","culture","Pulau Payar Marine Park is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around Kompleks EB Adina peksn Baru Baron Kuah, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 789 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kompleks EB Adina peksn Baru Baron Kuah, 07000 Langkawi, Kedah, Malaysia","6.058128","100.0381904","0.00","","uploads/places/google_bulk_pulau_payar_marine_park_kedah_langkawi_29b5d4efd0.jpg","1","90","","","","0","Morning or afternoon","0","https://langkawiguide.com/marine-park/","013-350 1205","4.60","4.60"
"Kota Mahsuri","Kedah","Langkawi","museum","Kota Mahsuri is a museum stop in Langkawi, Kedah, useful for history, exhibits, and educational visits. It is located around Makam Mahsuri, Kampung Mawar, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.0/5 from about 4012 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Makam Mahsuri, Kampung Mawar, 07000 Langkawi, Kedah, Malaysia","6.3387083","99.7836833","5.00","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_kota_mahsuri_kedah_langkawi_cba9042e07.jpg","1","90","","","","0","Morning or afternoon","0","https://kotamahsuri.com/","04-955 3515","4.00","4.00"
"Langkawi Skybridge Cable Car","Kedah","Langkawi","culture","Langkawi Skybridge Cable Car is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around Jalan Telaga Tujuh, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.5/5 from about 29674 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Telaga Tujuh, 07000 Langkawi, Kedah, Malaysia","6.3710883","99.6716785","0.00","Monday: 9:30 AM - 6:00 PM | Tuesday: 9:30 AM - 6:00 PM | Wednesday: 12:30 - 6:00 PM | Thursday: 9:30 AM - 6:00 PM | Friday: 9:30 AM - 6:00 PM | Saturday: 9:30 AM - 6:00 PM | Sunday: 9:30 AM - 6:00 PM","uploads/places/google_bulk_langkawi_skybridge_cable_car_kedah_langkawi_6e91427e2d.jpg","1","90","","","","0","Morning or afternoon","0","https://ticket-advance.com/langkawi-cable-car-ticket","","4.50","4.50"
"3D Art in Paradise Langkawi","Kedah","Langkawi","museum","3D Art in Paradise Langkawi is a museum stop in Langkawi, Kedah, useful for history, exhibits, and educational visits. It is located around Jalan Telaga Tujuh, 07100 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.5/5 from about 2156 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Telaga Tujuh, 07100 Langkawi, Kedah, Malaysia","6.3719049","99.6718203","5.00","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_3d_art_in_paradise_langkawi_kedah_langkawi_06992ba9e4.jpg","1","90","","","","0","Morning or afternoon","0","http://bit.ly/Langkawi_Cable_Car","013-509 1209","4.50","4.50"
"Crocodile Adventureland Langkawi","Kedah","Langkawi","nature","Crocodile Adventureland Langkawi is a nature stop in Langkawi, Kedah, useful for outdoor scenery and eco-tourism. It is located around Jalan Datai, Mukim Air Hangat, 07100 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.5/5 from about 5455 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Datai, Mukim Air Hangat, 07100 Langkawi, Kedah, Malaysia","6.4023705","99.7120747","0.00","Monday: 9:30 AM - 6:00 PM | Tuesday: 9:30 AM - 6:00 PM | Wednesday: 9:30 AM - 6:00 PM | Thursday: 9:30 AM - 6:00 PM | Friday: 9:30 AM - 6:00 PM | Saturday: 9:30 AM - 6:00 PM | Sunday: 9:30 AM - 6:00 PM","uploads/places/google_bulk_crocodile_adventureland_langkawi_kedah_langkawi_85c2bcb027.jpg","1","120","","","","1","Morning","0","http://www.crocodileadventureland.com/","04-950 2061","4.50","4.50"
"Bat Cave","Kedah","Langkawi","culture","Bat Cave is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.2/5 from about 1309 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","07000 Langkawi, Kedah, Malaysia","6.4020723","99.8589343","0.00","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_bat_cave_kedah_langkawi_46bf21d102.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=13350761487772430974","","4.20","4.20"
"Dataran Cenang","Kedah","Langkawi","culture","Dataran Cenang is a culture stop in Langkawi, Kedah, useful for local cultural exploration. It is located around 27A, Jalan Pantai Chenang, 07000 Langkawi, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 772 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","27A, Jalan Pantai Chenang, 07000 Langkawi, Kedah, Malaysia","6.290812","99.7267973","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_dataran_cenang_kedah_langkawi_f88e4a63fb.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=8938809219821474485","","4.60","4.60"
"Rahman Musang King","Kedah","Pokok Sena","culture","Rahman Musang King is a culture stop in Pokok Sena, Kedah, useful for local cultural exploration. It is located around 4, Lorong Keriang Menora, 06400 Pokok Sena, Kedah, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","4, Lorong Keriang Menora, 06400 Pokok Sena, Kedah, Malaysia","6.1327463","100.4732698","0.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: 9:00 AM - 5:00 PM | Sunday: 9:00 AM - 5:00 PM","uploads/places/google_bulk_rahman_musang_king_kedah_pokok_sena_5439eeac07.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=3822576430527580935","012-694 4668","",""
"Kg menerong pokok sena","Kedah","Pokok Sena","nature","Kg menerong pokok sena is a nature stop in Pokok Sena, Kedah, useful for outdoor scenery and eco-tourism. It is located around Kg menerong, 06350 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 5.0/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kg menerong, 06350 Pokok Sena, Kedah, Malaysia","6.1393355","100.5249877","0.00","","uploads/places/google_bulk_kg_menerong_pokok_sena_kedah_pokok_sena_6a32cdfecd.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=5879820089640126129","","5.00","5.00"
"Rumah Dalam Kebun (Green Garden)","Kedah","Pokok Sena","culture","Rumah Dalam Kebun (Green Garden) is a culture stop in Pokok Sena, Kedah, useful for local cultural exploration. It is located around LOT 1213, KG PELANDUK JATUH, Kampung Yoi, 06400 Pokok Sena, Kedah, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","LOT 1213, KG PELANDUK JATUH, Kampung Yoi, 06400 Pokok Sena, Kedah, Malaysia","6.1500014","100.5224807","0.00","","uploads/places/google_bulk_rumah_dalam_kebun_green_garden_kedah_pokok_sena_b16335a614.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=3983211447581262020","","",""
"Jeti Pekan Cina / China Town Jetty","Kedah","Pokok Sena","culture","Jeti Pekan Cina / China Town Jetty is a culture stop in Pokok Sena, Kedah, useful for local cultural exploration. It is located around Pekan Cina, 05000 Alor Setar, Kedah, Malaysia. Google Places shows a rating context of 4.3/5 from about 36 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pekan Cina, 05000 Alor Setar, Kedah, Malaysia","6.1180557","100.3630827","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_jeti_pekan_cina_china_town_jetty_kedah_pokok_sena_37a5ae9b16.jpg","1","90","","","","0","Morning or afternoon","0","http://encomas.com/","04-731 7199","4.30","4.30"
"GALERI BATIK MUHAMMAD","Kedah","Pokok Sena","museum","GALERI BATIK MUHAMMAD is a museum stop in Pokok Sena, Kedah, useful for history, exhibits, and educational visits. It is located around GALERI BATIK MUHAMAD BUKIT PAYONG, JALAN NAKA, Kampung Belukar Jambu, 06400 Pokok Sena, Kedah, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","GALERI BATIK MUHAMAD BUKIT PAYONG, JALAN NAKA, Kampung Belukar Jambu, 06400 Pokok Sena, Kedah, Malaysia","6.145982","100.5631389","5.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_galeri_batik_muhammad_kedah_pokok_sena_85d3843505.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=16135438670612537756","018-258 4798","",""
"Alor Setar Old Iron Railway Bridge","Kedah","Pokok Sena","culture","Alor Setar Old Iron Railway Bridge is a culture stop in Pokok Sena, Kedah, useful for local cultural exploration. It is located around Kampung Pegawai, 05300 Alor Setar, Kedah, Malaysia. Google Places shows a rating context of 4.4/5 from about 103 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Pegawai, 05300 Alor Setar, Kedah, Malaysia","6.1096504","100.3679757","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_alor_setar_old_iron_railway_bridge_kedah_pokok_sena_9bf0f9da26.jpg","1","90","","","","0","Morning or afternoon","0","https://www.thesundaily.my/archive/1661665-XSARCH345724","","4.40","4.40"
"Wat paya sidang","Kedah","Pokok Sena","heritage","Wat paya sidang is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around 06400 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 4.7/5 from about 30 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","06400 Pokok Sena, Kedah, Malaysia","6.1239619","100.6287012","0.00","","uploads/places/google_bulk_wat_paya_sidang_kedah_pokok_sena_db2b7e1d2c.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=10396173118411947519","","4.70","4.70"
"Arulmigu Muneeswarar Alayam","Kedah","Pokok Sena","heritage","Arulmigu Muneeswarar Alayam is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around 444, 175, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","444, 175, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia","6.1651662","100.498658","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_arulmigu_muneeswarar_alayam_kedah_pokok_sena_37f102c205.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=13428341421676750581","","5.00","5.00"
"Masjid Pokok Pauh","Kedah","Pokok Sena","heritage","Masjid Pokok Pauh is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around K360, Kampung Kubang Lerek, 06350 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 4.4/5 from about 9 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","K360, Kampung Kubang Lerek, 06350 Pokok Sena, Kedah, Malaysia","6.1097859","100.5575188","0.00","","uploads/places/google_bulk_masjid_pokok_pauh_kedah_pokok_sena_f1b456490a.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=12731832996710212950","","4.40","4.40"
"TUA PEK KONG TEMPLE, SAMNAK SONG","Kedah","Pokok Sena","heritage","TUA PEK KONG TEMPLE, SAMNAK SONG is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Kebun 500, Mukin Jabi, 06400 Pokok Sena, Kedah, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Kebun 500, Mukin Jabi, 06400 Pokok Sena, Kedah, Malaysia","6.1417545","100.4733396","0.00","","uploads/places/google_bulk_tua_pek_kong_temple_samnak_song_kedah_pokok_sena_27f1ba9a45.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=15468765092871959740","","",""
"Masjid An Nur Pokok Sena","Kedah","Pokok Sena","heritage","Masjid An Nur Pokok Sena is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around 93, Jalan Sena 4, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 131 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","93, Jalan Sena 4, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia","6.1662023","100.5093003","0.00","","uploads/places/google_bulk_masjid_an_nur_pokok_sena_kedah_pokok_sena_0d35d38f09.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=11667424551577788137","","4.60","4.60"
"Sri Maha Mariamman Devasthanam","Kedah","Pokok Sena","heritage","Sri Maha Mariamman Devasthanam is a heritage stop in Pokok Sena, Kedah, useful for religious, architectural, or historical heritage. It is located around Batu 11, 06400, Ladang Jabi, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia. Google Places shows a rating context of 4.8/5 from about 5 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Batu 11, 06400, Ladang Jabi, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia","6.1665842","100.5030485","0.00","","uploads/places/google_bulk_sri_maha_mariamman_devasthanam_kedah_pokok_sena_9432baf663.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=1957391275500985033","010-771 9445","4.80","4.80"
"Taman Rekreasi Pendang","Kedah","Pendang","nature","Taman Rekreasi Pendang is a nature stop in Pendang, Kedah, useful for outdoor scenery and eco-tourism. It is located around Pendang, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.3/5 from about 285 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pendang, 06700 Pendang, Kedah, Malaysia","5.9962866","100.4749038","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_taman_rekreasi_pendang_kedah_pendang_8941ca340f.jpg","1","120","","","","1","Morning","0","https://m.facebook.com/pages/Taman-Rekreasi-Upin-ipin-Pendang/1886626944908339","","4.30","4.30"
"Telaga Gajah","Kedah","Pendang","culture","Telaga Gajah is a culture stop in Pendang, Kedah, useful for local cultural exploration. It is located around Pendang, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.0/5 from about 33 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pendang, 06700 Pendang, Kedah, Malaysia","5.9919306","100.4785849","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_telaga_gajah_kedah_pendang_f433a120b7.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6179160652804085136","","4.00","4.00"
"Perkampungan Melayu Seri Banian","Kedah","Pendang","food","Perkampungan Melayu Seri Banian is a food stop in Pendang, Kedah, useful for local food culture and meal planning. It is located around No 123, kg adat melayu, 06760 seri banian, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 201 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","No 123, kg adat melayu, 06760 seri banian, Kedah, Malaysia","6.0415208","100.5657529","20.00","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:00 AM - 10:00 PM | Saturday: 11:00 AM - 10:00 PM | Sunday: 11:00 AM - 10:00 PM","uploads/places/google_bulk_perkampungan_melayu_seri_banian_kedah_pendang_d5b647096e.jpg","1","60","","","1","0","Lunch or dinner","0","https://www.facebook.com/profile.php?id=100057652771362","010-447 6625","4.10","4.10"
"Pendang Lake (Tasik Pendang)","Kedah","Pendang","nature","Pendang Lake (Tasik Pendang) is a nature stop in Pendang, Kedah, useful for outdoor scenery and eco-tourism. It is located around Lake Resort, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 12 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Lake Resort, 06700 Pendang, Kedah, Malaysia","5.9990637","100.4728926","0.00","","uploads/places/google_bulk_pendang_lake_tasik_pendang_kedah_pendang_8f5eeb554d.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=16035833156489301668","","4.10","4.10"
"Pendang Waterfront","Kedah","Pendang","culture","Pendang Waterfront is a culture stop in Pendang, Kedah, useful for local cultural exploration. It is located around 06700, Pendang, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 3.7/5 from about 172 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","06700, Pendang, 06700 Pendang, Kedah, Malaysia","5.9997464","100.4711601","0.00","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_pendang_waterfront_kedah_pendang_4ce0bbb3f7.jpg","1","90","","","","0","Morning or afternoon","0","https://m.facebook.com/waterfrontpendang/","04-759 6077","3.70","3.70"
"Warong De Pondok","Kedah","Pendang","food","Warong De Pondok is a food stop in Pendang, Kedah, useful for local food culture and meal planning. It is located around B1 Jalan Alor Banggol Besi, Tanah Merah, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 31 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","B1 Jalan Alor Banggol Besi, Tanah Merah, 06700 Pendang, Kedah, Malaysia","6.0218669","100.4821001","20.00","Monday: 5:00 - 11:00 PM | Tuesday: 5:00 - 11:00 PM | Wednesday: 5:00 - 11:00 PM | Thursday: 5:00 - 11:00 PM | Friday: Closed | Saturday: 5:00 - 11:00 PM | Sunday: 5:00 - 11:00 PM","uploads/places/google_bulk_warong_de_pondok_kedah_pendang_a252f23761.jpg","1","60","","","","0","Lunch or dinner","0","https://maps.google.com/?cid=8083569899607206705","011-2561 7002","4.60","4.60"
"Ladang Mempelam MADA Tobiar Gold","Kedah","Pendang","culture","Ladang Mempelam MADA Tobiar Gold is a culture stop in Pendang, Kedah, useful for local cultural exploration. It is located around 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.1/5 from about 19 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","06700 Pendang, Kedah, Malaysia","6.0634108","100.4851051","0.00","Monday: 9:00 AM - 4:00 PM | Tuesday: 9:00 AM - 4:00 PM | Wednesday: 9:00 AM - 4:00 PM | Thursday: 9:00 AM - 4:00 PM | Friday: Closed | Saturday: 9:00 AM - 4:00 PM | Sunday: 9:00 AM - 4:00 PM","uploads/places/google_bulk_ladang_mempelam_mada_tobiar_gold_kedah_pendang_4fe38c059a.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=11041888130234026728","04-772 8255","4.10","4.10"
